date,jour,heure,salle,lieu,cours,statut,places_restantes,capacite,presents,locked,finie,releve
2026-06-17,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,complet,0,25,25,True,False,2026-06-17 15:02
2026-06-17,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-06-17 19:13
2026-06-17,Mercredi,20:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-17 19:13
2026-06-17,Mercredi,21:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-17 19:13
2026-06-18,Jeudi,11:00,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,True,2026-06-18 10:52
2026-06-18,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Audrey,disponible,,25,0,True,False,2026-06-18 10:52
2026-06-18,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Audrey,disponible,,25,0,True,False,2026-06-18 14:41
2026-06-18,Jeudi,16:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-18 14:41
2026-06-18,Jeudi,17:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-18 14:41
2026-06-18,Jeudi,18:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-18 14:41
2026-06-18,Jeudi,19:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-18 18:42
2026-06-18,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-18 18:42
2026-06-18,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-18 18:42
2026-06-19,Vendredi,07:45,The Hot Room,The Hot Room,Full Body On Fire Audrey,presque complet,1,25,24,True,False,2026-06-19 00:32
2026-06-19,Vendredi,08:45,The Hot Room,The Hot Room,Full Body On Fire Audrey,disponible,,25,0,True,False,2026-06-19 00:32
2026-06-19,Vendredi,09:45,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-06-19 00:32
2026-06-19,Vendredi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jessika • Reformer,disponible,,25,0,True,False,2026-06-19 00:32
2026-06-19,Vendredi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika • Reformer,disponible,,25,0,True,False,2026-06-19 00:32
2026-06-19,Vendredi,10:45,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-06-19 00:32
2026-06-19,Vendredi,11:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-06-19 00:32
2026-06-19,Vendredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,presque complet,1,25,24,True,False,2026-06-19 11:09
2026-06-19,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-19 15:00
2026-06-19,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Ilana,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Ilana,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,complet,0,25,25,True,False,2026-06-19 15:00
2026-06-19,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Ilana,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Ilana,disponible,,25,0,True,False,2026-06-19 11:09
2026-06-19,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,complet,0,25,25,True,False,2026-06-19 15:00
2026-06-20,Samedi,10:00,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,True,2026-06-20 09:55
2026-06-20,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-06-20 14:55
2026-06-20,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-06-20 14:55
2026-06-20,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-06-20 17:07
2026-06-20,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-20 12:38
2026-06-20,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-06-20 17:07
2026-06-20,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-20 12:38
2026-06-21,Dimanche,10:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,True,2026-06-21 10:39
2026-06-21,Dimanche,10:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,True,2026-06-21 10:39
2026-06-21,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-06-21 10:39
2026-06-21,Dimanche,12:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-21 10:39
2026-06-21,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-06-21 10:39
2026-06-21,Dimanche,13:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-21 10:39
2026-06-21,Dimanche,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-06-21 10:39
2026-06-21,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-06-21 13:49
2026-06-21,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-06-21 13:49
2026-06-21,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-06-21 16:27
2026-06-21,Dimanche,19:00,The Hot Room,The Hot Room,Burning Core Shape Soukaïna,disponible,,25,0,True,False,2026-06-21 18:17
2026-06-21,Dimanche,20:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-06-21 18:17
2026-06-22,Lundi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-22 11:52
2026-06-22,Lundi,13:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-22 11:52
2026-06-22,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,True,2026-06-22 17:29
2026-06-22,Lundi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-22 11:52
2026-06-22,Lundi,18:30,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-06-22 11:52
2026-06-22,Lundi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-22 11:52
2026-06-22,Lundi,19:30,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-06-22 17:29
2026-06-22,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-06-22 17:29
2026-06-22,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-06-22 17:29
2026-06-23,Mardi,10:30,The Hot Room,The Hot Room,Semi - private reformer Golda,presque complet,1,25,24,True,False,2026-06-23 09:55
2026-06-23,Mardi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-06-23 09:55
2026-06-23,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Lou,presque complet,1,25,24,True,False,2026-06-23 09:55
2026-06-23,Mardi,16:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,17:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,17:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,18:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-23 16:01
2026-06-23,Mardi,18:30,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-06-23 16:01
2026-06-23,Mardi,19:30,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-06-23 16:01
2026-06-23,Mardi,20:30,The Hot Room,The Hot Room,Burning Core Shape Jeremie,complet,0,25,25,True,False,2026-06-23 16:01
2026-06-24,Mercredi,07:00,The Hot Room,The Hot Room,Burning Core Shape Ana In English,presque complet,1,25,24,True,False,2026-06-24 00:49
2026-06-24,Mercredi,08:00,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-06-24 00:49
2026-06-24,Mercredi,09:30,The Hot Room,The Hot Room,Semi - private reformer Sarah,complet,0,25,25,True,False,2026-06-24 00:49
2026-06-24,Mercredi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Sarah,complet,0,25,25,True,False,2026-06-24 00:49
2026-06-24,Mercredi,10:30,The Hot Room,The Hot Room,Semi - private reformer Sarah,disponible,,25,0,True,False,2026-06-24 09:50
2026-06-24,Mercredi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Sarah,disponible,,25,0,True,False,2026-06-24 09:50
2026-06-24,Mercredi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-24 09:50
2026-06-24,Mercredi,12:15,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-06-24 09:50
2026-06-24,Mercredi,14:30,The Hot Room,The Hot Room,Burning Barre ABS & BOOTY Kim,disponible,,25,0,True,False,2026-06-24 13:12
2026-06-24,Mercredi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-06-24 13:12
2026-06-24,Mercredi,16:30,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-06-24 15:39
2026-06-24,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-24 15:39
2026-06-24,Mercredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,complet,0,25,25,True,False,2026-06-24 15:39
2026-06-24,Mercredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,complet,0,25,25,True,False,2026-06-24 15:39
2026-06-24,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,True,2026-06-24 18:27
2026-06-24,Mercredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-06-24 15:39
2026-06-24,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-06-24 18:27
2026-06-24,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-06-24 18:27
2026-06-24,Mercredi,20:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,True,2026-06-24 20:20
2026-06-24,Mercredi,21:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-24 20:20
2026-06-25,Jeudi,10:00,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,True,2026-06-25 09:51
2026-06-25,Jeudi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-06-25 09:51
2026-06-25,Jeudi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-06-25 09:51
2026-06-25,Jeudi,11:00,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-06-25 09:51
2026-06-25,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-25 09:51
2026-06-25,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-06-25 12:51
2026-06-25,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-06-25 12:51
2026-06-25,Jeudi,16:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-25 15:24
2026-06-25,Jeudi,17:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-25 15:24
2026-06-25,Jeudi,18:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-25 18:04
2026-06-25,Jeudi,19:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-25 18:04
2026-06-25,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-25 18:04
2026-06-25,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-25 20:35
2026-06-26,Vendredi,07:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-26 00:58
2026-06-26,Vendredi,08:45,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-26 00:58
2026-06-26,Vendredi,09:45,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-06-26 00:58
2026-06-26,Vendredi,10:45,The Hot Room,The Hot Room,Burning Core Shape Laura,complet,0,25,25,True,False,2026-06-26 00:58
2026-06-26,Vendredi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-26 09:59
2026-06-26,Vendredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-06-26 09:59
2026-06-26,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-26 13:12
2026-06-26,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Ibrahima,disponible,,25,0,True,False,2026-06-26 13:12
2026-06-26,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-06-26 00:58
2026-06-26,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-06-26 00:58
2026-06-26,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-26 15:33
2026-06-26,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-26 15:33
2026-06-26,Vendredi,18:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,True,2026-06-26 18:24
2026-06-26,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-26 15:33
2026-06-26,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-06-26 18:24
2026-06-26,Vendredi,19:30,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,False,2026-06-26 18:24
2026-06-27,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,True,2026-06-27 09:23
2026-06-27,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,True,2026-06-27 09:23
2026-06-27,Samedi,12:00,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-27 11:38
2026-06-27,Samedi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-27 11:38
2026-06-27,Samedi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-06-27 11:38
2026-06-27,Samedi,16:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-27 13:41
2026-06-27,Samedi,17:00,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-06-27 16:00
2026-06-27,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-27 17:24
2026-06-27,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-06-27 18:41
2026-06-28,Dimanche,09:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,complet,0,25,25,True,False,2026-06-28 00:38
2026-06-28,Dimanche,09:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,complet,0,25,25,True,False,2026-06-28 00:38
2026-06-28,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,True,2026-06-28 09:55
2026-06-28,Dimanche,10:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,complet,0,25,25,True,False,2026-06-28 00:38
2026-06-28,Dimanche,10:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-28 09:55
2026-06-28,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-06-28 09:55
2026-06-28,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-06-28 09:55
2026-06-28,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-06-28 12:32
2026-06-28,Dimanche,16:00,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-28 00:38
2026-06-28,Dimanche,17:00,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-28 16:24
2026-06-28,Dimanche,18:00,The Hot Room,The Hot Room,Burning Core Shape Ana In English,disponible,,25,0,True,True,2026-06-28 17:53
2026-06-28,Dimanche,18:00,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,True,2026-06-28 17:53
2026-06-28,Dimanche,19:00,The Hot Room,The Hot Room,Full Body On Fire Sirine,disponible,,25,0,True,False,2026-06-28 16:24
2026-06-29,Lundi,11:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-29 11:04
2026-06-29,Lundi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-29 11:04
2026-06-29,Lundi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-29 11:04
2026-06-29,Lundi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-06-29 11:04
2026-06-29,Lundi,13:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-06-29 11:04
2026-06-29,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-29 15:52
2026-06-29,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-06-29 15:52
2026-06-29,Lundi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,True,False,2026-06-29 15:52
2026-06-29,Lundi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,True,False,2026-06-29 15:52
2026-06-29,Lundi,18:30,The Hot Room,The Hot Room,Burning Barre Alana,complet,0,25,25,True,False,2026-06-29 15:52
2026-06-29,Lundi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah • Reformer,disponible,,25,0,True,True,2026-06-29 18:56
2026-06-29,Lundi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah • Reformer,complet,0,25,25,True,False,2026-06-29 15:52
2026-06-29,Lundi,19:30,The Hot Room,The Hot Room,Burning Barre Alana,disponible,,25,0,True,False,2026-06-29 15:52
2026-06-29,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,complet,0,25,25,True,False,2026-06-29 18:56
2026-06-29,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,presque complet,1,25,24,True,False,2026-06-29 15:52
2026-06-30,Mardi,07:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,disponible,,25,0,True,False,2026-06-30 00:38
2026-06-30,Mardi,08:00,The Hot Room,The Hot Room,Full Body On Fire Clémentine,disponible,,25,0,True,False,2026-06-30 00:38
2026-06-30,Mardi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-06-30 00:38
2026-06-30,Mardi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,complet,0,25,25,True,True,2026-06-30 09:58
2026-06-30,Mardi,11:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-06-30 00:38
2026-06-30,Mardi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-06-30 00:38
2026-06-30,Mardi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-06-30 09:58
2026-06-30,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Fleur,complet,0,25,25,True,False,2026-06-30 09:58
2026-06-30,Mardi,13:15,The Hot Room,The Hot Room,Full Body On Fire Fleur,disponible,,25,0,True,False,2026-06-30 09:58
2026-06-30,Mardi,14:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-06-30 13:17
2026-06-30,Mardi,15:30,The Hot Room,The Hot Room,Burning Barre Sirine,presque complet,1,25,24,True,True,2026-06-30 15:25
2026-06-30,Mardi,16:30,The Hot Room,The Hot Room,Burning Core Shape Capucine,presque complet,1,25,24,True,False,2026-06-30 13:17
2026-06-30,Mardi,17:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,presque complet,1,25,24,True,False,2026-06-30 15:25
2026-06-30,Mardi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-30 15:25
2026-06-30,Mardi,17:30,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-06-30 13:17
2026-06-30,Mardi,18:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-30 15:25
2026-06-30,Mardi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-30 13:17
2026-06-30,Mardi,18:30,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-06-30 18:08
2026-06-30,Mardi,19:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-30 18:08
2026-06-30,Mardi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-06-30 18:08
2026-06-30,Mardi,19:30,The Hot Room,The Hot Room,Burning Core Shape Laura,presque complet,1,25,24,True,False,2026-06-30 18:08
2026-06-30,Mardi,20:30,The Hot Room,The Hot Room,Burning Core Shape Jeremie,disponible,,25,0,True,True,2026-06-30 20:20
2026-06-30,Mardi,21:30,The Hot Room,The Hot Room,Burning Core Shape Jeremie,disponible,,25,0,True,False,2026-06-30 20:20
2026-07-01,Mercredi,07:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,08:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,09:30,The Hot Room,The Hot Room,Semi - private reformer Sarah,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Sarah,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-01 00:20
2026-07-01,Mercredi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,12:15,The Hot Room,The Hot Room,Burning Core Shape Marguerite,complet,0,25,25,True,False,2026-07-01 10:19
2026-07-01,Mercredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Marguerite,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-01 10:19
2026-07-01,Mercredi,16:30,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-07-01 13:40
