date,jour,heure,salle,lieu,cours,statut,places_restantes,capacite,presents,locked,finie,releve
2026-07-14,Mardi,09:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-14 00:32
2026-07-14,Mardi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,presque complet,1,25,24,True,False,2026-07-14 08:20
2026-07-14,Mardi,11:00,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-14 10:38
2026-07-14,Mardi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-07-14 08:20
2026-07-14,Mardi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-14 10:38
2026-07-14,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-14 08:20
2026-07-14,Mardi,13:15,The Hot Room,The Hot Room,Full Body On Fire Lou,presque complet,1,25,24,True,False,2026-07-14 12:53
2026-07-14,Mardi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-14 14:19
2026-07-14,Mardi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-14 12:53
2026-07-14,Mardi,16:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,True,2026-07-14 16:26
2026-07-14,Mardi,17:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 14:19
2026-07-14,Mardi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 16:26
2026-07-14,Mardi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-14 16:26
2026-07-14,Mardi,18:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 14:19
2026-07-14,Mardi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 16:26
2026-07-14,Mardi,19:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 10:38
2026-07-14,Mardi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-14 10:38
2026-07-15,Mercredi,07:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-15 00:33
2026-07-15,Mercredi,08:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-15 00:33
2026-07-15,Mercredi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,True,2026-07-15 10:56
2026-07-15,Mercredi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-15 10:56
2026-07-15,Mercredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-15 12:58
2026-07-15,Mercredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-15 12:58
2026-07-15,Mercredi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-15 14:21
2026-07-15,Mercredi,17:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 14:21
2026-07-15,Mercredi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 14:21
2026-07-15,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-15 16:22
2026-07-15,Mercredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 16:22
2026-07-15,Mercredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 16:22
2026-07-15,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,False,2026-07-15 18:06
2026-07-15,Mercredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-15 08:23
2026-07-15,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-07-15 18:06
2026-07-16,Jeudi,09:30,The Hot Room,The Hot Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,12:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,13:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-16 08:27
2026-07-16,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-16 13:06
2026-07-16,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-16 15:04
2026-07-16,Jeudi,16:30,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-16 15:04
2026-07-16,Jeudi,17:30,The Hot Room,The Hot Room,Full Body On Fire Nabil,disponible,,25,0,True,False,2026-07-16 17:19
2026-07-16,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-16 20:13
2026-07-16,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-16 20:13
2026-07-17,Vendredi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-17 00:31
2026-07-17,Vendredi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-17 08:24
2026-07-17,Vendredi,11:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-17 00:31
2026-07-17,Vendredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,disponible,,25,0,True,False,2026-07-17 08:24
2026-07-17,Vendredi,12:15,The Hot Room,The Hot Room,Burning Barre Lou,disponible,,25,0,True,False,2026-07-17 10:37
2026-07-17,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-17 14:17
2026-07-17,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-17 14:17
2026-07-17,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-17 08:24
2026-07-17,Vendredi,17:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-17 16:13
2026-07-17,Vendredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,True,2026-07-17 17:59
2026-07-17,Vendredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,True,2026-07-17 17:59
2026-07-17,Vendredi,18:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-17 17:59
2026-07-17,Vendredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-17 17:59
2026-07-17,Vendredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Margaux,disponible,,25,0,True,False,2026-07-17 17:59
2026-07-17,Vendredi,19:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,True,2026-07-17 19:20
2026-07-18,Samedi,09:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-18 08:12
2026-07-18,Samedi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-18 08:12
2026-07-18,Samedi,10:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,presque complet,1,25,24,True,True,2026-07-18 10:23
2026-07-18,Samedi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,True,2026-07-18 10:23
2026-07-18,Samedi,11:00,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-18 08:12
2026-07-18,Samedi,11:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-18 10:23
2026-07-18,Samedi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,complet,0,25,25,True,False,2026-07-18 08:12
2026-07-18,Samedi,12:00,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-18 08:12
2026-07-18,Samedi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-18 12:02
2026-07-18,Samedi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-18 12:02
2026-07-18,Samedi,18:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-18 17:03
2026-07-18,Samedi,19:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-18 12:02
2026-07-19,Dimanche,09:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-19 08:38
2026-07-19,Dimanche,09:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-19 08:38
2026-07-19,Dimanche,10:00,The Hot Room,The Hot Room,Burning Flow Marine,disponible,,25,0,True,False,2026-07-19 00:27
2026-07-19,Dimanche,10:45,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-19 08:38
2026-07-19,Dimanche,10:45,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-19 00:27
2026-07-19,Dimanche,11:00,The Hot Room,The Hot Room,Burning Flow Marine,complet,0,25,25,True,False,2026-07-19 08:38
2026-07-19,Dimanche,12:15,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-19 11:10
2026-07-19,Dimanche,12:30,The Hot Room,The Hot Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-19 08:38
2026-07-19,Dimanche,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-19 11:10
2026-07-19,Dimanche,13:15,The Hot Room,The Hot Room,Burning Barre Golda,disponible,,25,0,True,False,2026-07-19 12:55
2026-07-19,Dimanche,13:30,The Hot Room,The Hot Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-19 12:55
2026-07-19,Dimanche,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Mattis,disponible,,25,0,True,False,2026-07-19 12:55
2026-07-19,Dimanche,16:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-19 14:03
2026-07-19,Dimanche,17:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-19 16:05
2026-07-19,Dimanche,20:00,The Hot Room,The Hot Room,Burning Flow Félicie,disponible,,25,0,True,False,2026-07-19 19:08
2026-07-20,Lundi,07:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,08:30,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,08:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,08:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,09:30,The Hot Room,The Hot Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-20 08:56
2026-07-20,Lundi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise • Reformer,disponible,,25,0,True,False,2026-07-20 08:56
2026-07-20,Lundi,10:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-20 08:56
2026-07-20,Lundi,11:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,disponible,,25,0,True,False,2026-07-20 08:56
2026-07-20,Lundi,11:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-20 00:28
2026-07-20,Lundi,12:30,The Hot Room,The Hot Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-20 12:19
2026-07-20,Lundi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Kelly,disponible,,25,0,True,False,2026-07-20 12:19
2026-07-20,Lundi,16:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-20 14:34
2026-07-20,Lundi,17:30,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-20 17:18
2026-07-20,Lundi,18:00,The Hot Room,The Hot Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-20 14:34
2026-07-20,Lundi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-20 14:34
2026-07-20,Lundi,19:00,The Hot Room,The Hot Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-20 17:18
2026-07-20,Lundi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-20 17:18
2026-07-20,Lundi,20:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,presque complet,1,25,24,True,False,2026-07-20 19:01
2026-07-20,Lundi,21:30,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-20 21:15
2026-07-21,Mardi,07:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,08:00,The Hot Room,The Hot Room,Full Body On Fire Marguerite,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-21 08:36
2026-07-21,Mardi,09:30,The Hot Room,The Hot Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-21 08:36
2026-07-21,Mardi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-21 08:36
2026-07-21,Mardi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-21 08:36
2026-07-21,Mardi,10:30,The Hot Room,The Hot Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Golda,disponible,,25,0,True,False,2026-07-21 08:36
2026-07-21,Mardi,11:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-07-21 08:36
2026-07-21,Mardi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-07-21 08:36
2026-07-21,Mardi,12:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-21 11:32
2026-07-21,Mardi,12:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-21 11:32
2026-07-21,Mardi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-21 11:32
2026-07-21,Mardi,13:15,The Hot Room,The Hot Room,Full Body On Fire Lou,disponible,,25,0,True,False,2026-07-21 11:32
2026-07-21,Mardi,13:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,14:30,The Hot Room,The Hot Room,Burning Barre Angélique,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,15:30,The Hot Room,The Hot Room,Burning Barre Angélique,disponible,,25,0,True,False,2026-07-21 00:08
2026-07-21,Mardi,17:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 13:53
2026-07-21,Mardi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 13:53
2026-07-21,Mardi,18:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 16:12
2026-07-21,Mardi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 16:12
2026-07-21,Mardi,19:00,The Hot Room,The Hot Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 18:04
2026-07-21,Mardi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Kelly • Reformer,disponible,,25,0,True,False,2026-07-21 18:04
2026-07-22,Mercredi,07:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-22 00:29
2026-07-22,Mercredi,08:00,The Hot Room,The Hot Room,Full Body On Fire Nathanael,disponible,,25,0,True,False,2026-07-22 00:29
2026-07-22,Mercredi,09:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-22 08:38
2026-07-22,Mercredi,10:00,The Hot Room,The Hot Room,Burning Barre My Fit Barre by Valérie ®️,disponible,,25,0,True,False,2026-07-22 08:38
2026-07-22,Mercredi,11:00,The Hot Room,The Hot Room,Full Body On Fire Alexandra,complet,0,25,25,True,False,2026-07-22 08:38
2026-07-22,Mercredi,11:30,The Hot Room,The Hot Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-07-22 08:38
2026-07-22,Mercredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer My Fit Barre by Valérie ®️ • Reformer,complet,0,25,25,True,False,2026-07-22 08:38
2026-07-22,Mercredi,12:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-07-22 11:33
2026-07-22,Mercredi,12:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-22 11:33
2026-07-22,Mercredi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-22 11:33
2026-07-22,Mercredi,13:15,The Hot Room,The Hot Room,Burning Core Shape Capucine,disponible,,25,0,True,False,2026-07-22 11:33
2026-07-22,Mercredi,13:30,The Hot Room,The Hot Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-22 08:38
2026-07-22,Mercredi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Delphine,disponible,,25,0,True,False,2026-07-22 11:33
2026-07-22,Mercredi,14:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-22 00:29
2026-07-22,Mercredi,15:30,The Hot Room,The Hot Room,Burning Barre Sirine,disponible,,25,0,True,False,2026-07-22 00:29
2026-07-22,Mercredi,16:30,The Hot Room,The Hot Room,Burning Core Shape Lou,disponible,,25,0,True,False,2026-07-22 08:38
2026-07-22,Mercredi,17:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-22 16:15
2026-07-22,Mercredi,17:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-22 16:15
2026-07-22,Mercredi,17:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-22 16:15
2026-07-22,Mercredi,18:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,complet,0,25,25,True,False,2026-07-22 13:55
2026-07-22,Mercredi,18:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-22 16:15
2026-07-22,Mercredi,18:30,The Hot Room,The Hot Room,Burning Flow Nina,disponible,,25,0,True,False,2026-07-22 18:04
2026-07-22,Mercredi,19:00,The Hot Room,The Hot Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-22 18:04
2026-07-22,Mercredi,19:00,The Reformer Room,The Reformer Room,Semi - private reformer Sarah E,disponible,,25,0,True,False,2026-07-22 18:04
2026-07-22,Mercredi,19:30,The Hot Room,The Hot Room,Burning Rituals Nina,disponible,,25,0,True,False,2026-07-22 18:04
2026-07-22,Mercredi,20:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-22 19:50
2026-07-22,Mercredi,21:30,The Hot Room,The Hot Room,Burning Core Shape Carla,disponible,,25,0,True,False,2026-07-22 19:50
2026-07-23,Jeudi,07:45,The Hot Room,The Hot Room,Burning Core Shape Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,08:45,The Hot Room,The Hot Room,Burning Core Shape Louise,disponible,,25,0,True,True,2026-07-23 08:36
2026-07-23,Jeudi,09:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-23 08:36
2026-07-23,Jeudi,09:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-23 08:36
2026-07-23,Jeudi,10:00,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-23 08:36
2026-07-23,Jeudi,10:30,The Hot Room,The Hot Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,10:30,The Reformer Room,The Reformer Room,Semi - private reformer Jeremie • Reformer,disponible,,25,0,True,False,2026-07-23 08:36
2026-07-23,Jeudi,11:00,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-23 08:36
2026-07-23,Jeudi,11:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,12:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-23 11:30
2026-07-23,Jeudi,12:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,12:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,13:15,The Hot Room,The Hot Room,Full Body On Fire Jeremie,disponible,,25,0,True,False,2026-07-23 11:30
2026-07-23,Jeudi,13:30,The Hot Room,The Hot Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,13:30,The Reformer Room,The Reformer Room,Semi - private reformer Louise,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,14:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-23 13:28
2026-07-23,Jeudi,15:30,The Hot Room,The Hot Room,Burning Barre Kim,disponible,,25,0,True,False,2026-07-23 15:08
2026-07-23,Jeudi,16:30,The Hot Room,The Hot Room,Burning Core Shape Sirine,disponible,,25,0,True,False,2026-07-23 00:36
2026-07-23,Jeudi,17:30,The Hot Room,The Hot Room,Burning Core Shape Sirine,disponible,,25,0,True,False,2026-07-23 15:08
2026-07-23,Jeudi,18:30,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-07-23 17:34
2026-07-23,Jeudi,19:30,The Hot Room,The Hot Room,Burning Core Shape Alexandra,complet,0,25,25,True,False,2026-07-23 17:34
2026-07-23,Jeudi,20:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-23 19:40
2026-07-23,Jeudi,21:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-23 17:34
2026-07-24,Vendredi,07:45,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,08:45,The Hot Room,The Hot Room,Burning Core Shape Alexandra,disponible,,25,0,True,False,2026-07-24 08:34
2026-07-24,Vendredi,09:45,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-24 08:34
2026-07-24,Vendredi,10:45,The Hot Room,The Hot Room,Burning Core Shape Laura,disponible,,25,0,True,False,2026-07-24 08:34
2026-07-24,Vendredi,11:30,The Hot Room,The Hot Room,Semi - private reformer Jessika,disponible,,25,0,True,True,2026-07-24 11:27
2026-07-24,Vendredi,11:30,The Reformer Room,The Reformer Room,Semi - private reformer Jessika,complet,0,25,25,True,False,2026-07-24 08:34
2026-07-24,Vendredi,12:15,The Hot Room,The Hot Room,Burning Flow Léa,disponible,,25,0,True,False,2026-07-24 00:32
2026-07-24,Vendredi,13:15,The Hot Room,The Hot Room,Burning Flow Léa,disponible,,25,0,True,False,2026-07-24 08:34
2026-07-24,Vendredi,14:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,disponible,,25,0,True,False,2026-07-24 13:20
2026-07-24,Vendredi,15:30,The Hot Room,The Hot Room,Full Body On Fire Rikash,presque complet,1,25,24,True,False,2026-07-24 15:03
2026-07-24,Vendredi,16:30,The Hot Room,The Hot Room,Burning Flow Louise,disponible,,25,0,True,False,2026-07-24 15:03
