date,jour,heure,fin,terrain,duree,prix,statut,vu_dispo,premier_vu,dernier_vu,releve
2026-06-02,Mardi,16:00,17:30,Terrain f98a1fd8,90,68.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,16:00,18:00,Terrain f98a1fd8,120,96.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,16:30,18:30,Terrain 5b7001f3,120,104.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,16:30,18:00,Terrain f6d07bcf,90,76.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,16:30,18:00,Terrain f98a1fd8,90,76.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:00,19:00,Terrain 1a78f473,120,112.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:00,18:30,Terrain 5b7001f3,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:00,19:00,Terrain 5b7001f3,120,112.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:00,19:00,Terrain c258125b,120,112.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:30,19:00,Terrain 1a78f473,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:30,19:00,Terrain 5b7001f3,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:30,19:00,Terrain c258125b,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:30,19:30,Terrain f6d07bcf,120,112.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,17:30,19:30,Terrain f98a1fd8,120,112.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,18:00,19:30,Terrain f6d07bcf,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-02,Mardi,18:00,19:30,Terrain f98a1fd8,90,84.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,10:30,Terrain 1a78f473,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,11:00,Terrain 1a78f473,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,10:30,Terrain 5b7001f3,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,11:00,Terrain 5b7001f3,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,10:30,Terrain c258125b,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,11:00,Terrain c258125b,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,10:30,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,11:00,Terrain f6d07bcf,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,10:30,Terrain f98a1fd8,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,09:00,11:00,Terrain f98a1fd8,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:00,Terrain 1a78f473,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:30,Terrain 1a78f473,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:00,Terrain 5b7001f3,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:30,Terrain 5b7001f3,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:30,Terrain c258125b,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:00,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:30,Terrain f6d07bcf,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:00,Terrain f98a1fd8,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,10:30,12:30,Terrain f98a1fd8,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,12:30,Terrain 1a78f473,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,13:00,Terrain 1a78f473,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,12:30,Terrain 5b7001f3,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,13:00,Terrain 5b7001f3,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,12:30,Terrain c258125b,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,12:30,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,13:00,Terrain f6d07bcf,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,12:30,Terrain f98a1fd8,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,11:00,13:00,Terrain f98a1fd8,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:00,16:00,Terrain 1a78f473,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:00,16:00,Terrain 5b7001f3,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:00,16:00,Terrain c258125b,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:00,15:30,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:00,16:00,Terrain f98a1fd8,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:00,Terrain 1a78f473,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:30,Terrain 1a78f473,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:00,Terrain 5b7001f3,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:30,Terrain 5b7001f3,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:30,Terrain f6d07bcf,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:00,Terrain f98a1fd8,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,14:30,16:30,Terrain f98a1fd8,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:00,16:30,Terrain 1a78f473,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:00,16:30,Terrain 5b7001f3,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:00,16:30,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:00,17:00,Terrain f6d07bcf,120,80.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:00,16:30,Terrain f98a1fd8,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,15:30,17:00,Terrain f6d07bcf,90,60.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:00,18:00,Terrain 1a78f473,120,96.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:00,18:00,Terrain 5b7001f3,120,96.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:00,18:00,Terrain c258125b,120,96.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:00,18:00,Terrain f98a1fd8,120,96.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:30,18:00,Terrain 1a78f473,90,76.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:30,18:00,Terrain 5b7001f3,90,76.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:30,18:30,Terrain f6d07bcf,120,104.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
2026-06-03,Mercredi,16:30,18:00,Terrain f98a1fd8,90,76.0,dispo,True,2026-05-31 18:29,2026-05-31 18:29,2026-05-31 18:29
